Job ID,Crop Type,Price,Quantity,Location
0,Coffee,0.33,397,Guatemala
1,Corn,0.38,321,Panema
2,Coffee,0.29,387,Guatemala
3,Cocoa,1.86,50,Ivory Coast
4,Corn,0.34,429,Panema
5,Coffee,0.36,261,Guatemala
6,Coffee,0.31,193,Guatemala
7,Coffee,0.3,83,Guatemala
8,Wheat,0.47,487,Ghana
9,Coffee,0.34,473,Guatemala
10,Coffee,0.36,160,Guatemala
11,Corn,0.29,267,Panema
12,Cocoa,1.83,245,Ivory Coast
13,Wheat,0.48,304,Ghana
14,Wheat,0.43,107,Ghana
15,Cocoa,1.95,309,Ivory Coast
16,Cocoa,1.85,217,Ivory Coast
17,Corn,0.35,24,Panema
18,Coffee,0.3,328,Guatemala
19,Wheat,0.4,479,Ghana
20,Corn,0.29,303,Panema
21,Cocoa,1.95,470,Ivory Coast
22,Wheat,0.47,349,Ghana
23,Cocoa,1.97,239,Ivory Coast
24,Wheat,0.49,425,Ghana
25,Cocoa,1.93,397,Ivory Coast
26,Corn,0.33,164,Panema
27,Cocoa,1.87,248,Ivory Coast
28,Cocoa,1.95,138,Ivory Coast
29,Wheat,0.48,270,Ghana
30,Corn,0.33,278,Panema
31,Cocoa,1.94,297,Ivory Coast
32,Cocoa,1.96,192,Ivory Coast
33,Wheat,0.49,489,Ghana
34,Wheat,0.47,108,Ghana
35,Coffee,0.34,324,Guatemala
36,Cocoa,1.97,353,Ivory Coast
37,Cocoa,1.92,496,Ivory Coast
38,Wheat,0.47,194,Ghana
39,Coffee,0.33,71,Guatemala
40,Cocoa,1.85,455,Ivory Coast
41,Cocoa,1.94,370,Ivory Coast
42,Wheat,0.5,287,Ghana
43,Cocoa,1.9,242,Ivory Coast
44,Cocoa,1.96,46,Ivory Coast
45,Coffee,0.37,297,Guatemala
46,Cocoa,1.82,393,Ivory Coast
47,Coffee,0.37,241,Guatemala
48,Cocoa,1.87,347,Ivory Coast
49,Cocoa,1.94,48,Ivory Coast
50,Coffee,0.38,152,Guatemala
51,Corn,0.37,159,Panema
52,Coffee,0.28,362,Guatemala
53,Cocoa,1.92,439,Ivory Coast
54,Corn,0.3,331,Panema
55,Wheat,0.4,135,Ghana
56,Wheat,0.43,102,Ghana
57,Cocoa,1.88,21,Ivory Coast
58,Corn,0.35,254,Panema
59,Wheat,0.48,49,Ghana
60,Coffee,0.34,73,Guatemala
61,Cocoa,1.96,456,Ivory Coast
62,Coffee,0.29,289,Guatemala
63,Cocoa,1.83,210,Ivory Coast
64,Corn,0.31,350,Panema
65,Coffee,0.34,467,Guatemala
66,Corn,0.36,53,Panema
67,Cocoa,1.97,76,Ivory Coast
68,Corn,0.37,86,Panema
69,Wheat,0.4,122,Ghana
70,Cocoa,1.83,412,Ivory Coast
71,Wheat,0.43,286,Ghana
72,Wheat,0.41,43,Ghana
73,Cocoa,1.82,251,Ivory Coast
74,Coffee,0.37,457,Guatemala
75,Wheat,0.49,374,Ghana
76,Corn,0.36,11,Panema
77,Corn,0.3,99,Panema
78,Wheat,0.49,119,Ghana
79,Corn,0.35,89,Panema
80,Coffee,0.29,94,Guatemala
81,Wheat,0.46,132,Ghana
82,Cocoa,1.81,483,Ivory Coast
83,Cocoa,1.94,419,Ivory Coast
84,Corn,0.31,424,Panema
85,Corn,0.34,114,Panema
86,Wheat,0.49,435,Ghana
87,Coffee,0.36,188,Guatemala
88,Coffee,0.31,164,Guatemala
89,Coffee,0.36,100,Guatemala
90,Wheat,0.5,287,Ghana
91,Coffee,0.37,411,Guatemala
92,Coffee,0.35,426,Guatemala
93,Coffee,0.37,307,Guatemala
94,Cocoa,1.9,452,Ivory Coast
95,Wheat,0.45,111,Ghana
96,Cocoa,1.9,210,Ivory Coast
97,Wheat,0.44,119,Ghana
98,Cocoa,1.84,466,Ivory Coast
99,Coffee,0.35,231,Guatemala
100,Wheat,0.44,496,Ghana
101,Wheat,0.45,383,Ghana
102,Cocoa,1.95,323,Ivory Coast
103,Cocoa,1.81,340,Ivory Coast
104,Cocoa,1.89,104,Ivory Coast
105,Wheat,0.47,145,Ghana
106,Wheat,0.47,22,Ghana
107,Wheat,0.44,192,Ghana
108,Corn,0.39,400,Panema
109,Coffee,0.35,200,Guatemala
110,Coffee,0.39,71,Guatemala
111,Coffee,0.36,172,Guatemala
